,Total,Vente_pente_Close,Vente_pente_J5,Vente_pente_J10,Vente_pente_J15,Vente_pente_J20,Achat_pente_Close
Scenario_88,103.4048526146357,0.0,0.3144216260061501,0.2759164126339594,False,False,0.0
Scenario_89,103.4048526146357,0.0,0.4729413596921351,0.2759164126339594,False,False,0.0
Scenario_90,107.92497765514936,0.0,False,0.3935510896276131,False,False,0.0
Scenario_91,100.28849331336883,0.0,-0.16113757505180487,0.3935510896276131,False,False,0.0
Scenario_92,100.28849331336883,0.0,-0.002617841365819884,0.3935510896276131,False,False,0.0
Scenario_93,100.28849331336883,0.0,0.07664202547717261,0.3935510896276131,False,False,0.0
Scenario_94,100.28849331336883,0.0,0.11627195889866886,0.3935510896276131,False,False,0.0
Scenario_95,103.4048526146357,0.0,0.1559018923201651,0.3935510896276131,False,False,0.0
Scenario_96,103.4048526146357,0.0,0.19553182574166134,0.3935510896276131,False,False,0.0
Scenario_97,107.92497765514936,0.0,0.2351617591631576,0.3935510896276131,False,False,0.0
Scenario_98,107.92497765514936,0.0,0.3144216260061501,0.3935510896276131,False,False,0.0
Scenario_99,107.92497765514936,0.0,0.4729413596921351,0.3935510896276131,False,False,0.0
Scenario_100,103.04977641949918,0.0,False,False,-0.03827674714694165,False,0.0
Scenario_101,103.04977641949918,0.0,-0.16113757505180487,False,-0.03827674714694165,False,0.0
Scenario_102,103.04977641949918,0.0,-0.002617841365819884,False,-0.03827674714694165,False,0.0
Scenario_103,103.04977641949918,0.0,0.07664202547717261,False,-0.03827674714694165,False,0.0
Scenario_104,103.04977641949918,0.0,0.11627195889866886,False,-0.03827674714694165,False,0.0
Scenario_105,103.04977641949918,0.0,0.1559018923201651,False,-0.03827674714694165,False,0.0
Scenario_106,103.04977641949918,0.0,0.19553182574166134,False,-0.03827674714694165,False,0.0
Scenario_107,103.04977641949918,0.0,0.2351617591631576,False,-0.03827674714694165,False,0.0
Scenario_108,103.04977641949918,0.0,0.3144216260061501,False,-0.03827674714694165,False,0.0
Scenario_109,103.04977641949918,0.0,0.4729413596921351,False,-0.03827674714694165,False,0.0
Scenario_110,103.04977641949918,0.0,False,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_111,103.04977641949918,0.0,-0.16113757505180487,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_112,103.04977641949918,0.0,-0.002617841365819884,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_113,103.04977641949918,0.0,0.07664202547717261,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_114,103.04977641949918,0.0,0.11627195889866886,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_115,103.04977641949918,0.0,0.1559018923201651,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_116,103.04977641949918,0.0,0.19553182574166134,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_117,103.04977641949918,0.0,0.2351617591631576,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_118,103.04977641949918,0.0,0.3144216260061501,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_119,103.04977641949918,0.0,0.4729413596921351,-0.0769876183470016,-0.03827674714694165,False,0.0
Scenario_120,103.04977641949918,0.0,False,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_121,103.04977641949918,0.0,-0.16113757505180487,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_122,103.04977641949918,0.0,-0.002617841365819884,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_123,103.04977641949918,0.0,0.07664202547717261,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_124,103.04977641949918,0.0,0.11627195889866886,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_125,103.04977641949918,0.0,0.1559018923201651,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_126,103.04977641949918,0.0,0.19553182574166134,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_127,103.04977641949918,0.0,0.2351617591631576,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_128,103.04977641949918,0.0,0.3144216260061501,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_129,103.04977641949918,0.0,0.4729413596921351,0.040647058646652065,-0.03827674714694165,False,0.0
Scenario_130,103.04977641949918,0.0,False,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_131,103.04977641949918,0.0,-0.16113757505180487,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_132,103.04977641949918,0.0,-0.002617841365819884,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_133,103.04977641949918,0.0,0.07664202547717261,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_134,103.04977641949918,0.0,0.11627195889866886,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_135,103.04977641949918,0.0,0.1559018923201651,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_136,103.04977641949918,0.0,0.19553182574166134,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_137,103.04977641949918,0.0,0.2351617591631576,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_138,103.04977641949918,0.0,0.3144216260061501,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_139,103.04977641949918,0.0,0.4729413596921351,0.0994643971434789,-0.03827674714694165,False,0.0
Scenario_140,103.04977641949918,0.0,False,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_141,103.04977641949918,0.0,-0.16113757505180487,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_142,103.04977641949918,0.0,-0.002617841365819884,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_143,103.04977641949918,0.0,0.07664202547717261,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_144,103.04977641949918,0.0,0.11627195889866886,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_145,103.04977641949918,0.0,0.1559018923201651,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_146,103.04977641949918,0.0,0.19553182574166134,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_147,103.04977641949918,0.0,0.2351617591631576,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_148,103.04977641949918,0.0,0.3144216260061501,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_149,103.04977641949918,0.0,0.4729413596921351,0.1288730663918923,-0.03827674714694165,False,0.0
Scenario_150,103.04977641949918,0.0,False,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_151,103.04977641949918,0.0,-0.16113757505180487,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_152,103.04977641949918,0.0,-0.002617841365819884,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_153,103.04977641949918,0.0,0.07664202547717261,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_154,103.04977641949918,0.0,0.11627195889866886,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_155,103.04977641949918,0.0,0.1559018923201651,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_156,103.04977641949918,0.0,0.19553182574166134,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_157,103.04977641949918,0.0,0.2351617591631576,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_158,103.04977641949918,0.0,0.3144216260061501,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_159,103.04977641949918,0.0,0.4729413596921351,0.15828173564030573,-0.03827674714694165,False,0.0
Scenario_160,103.04977641949918,0.0,False,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_161,103.04977641949918,0.0,-0.16113757505180487,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_162,103.04977641949918,0.0,-0.002617841365819884,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_163,103.04977641949918,0.0,0.07664202547717261,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_164,103.04977641949918,0.0,0.11627195889866886,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_165,103.04977641949918,0.0,0.1559018923201651,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_166,103.04977641949918,0.0,0.19553182574166134,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_167,103.04977641949918,0.0,0.2351617591631576,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_168,103.04977641949918,0.0,0.3144216260061501,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_169,103.04977641949918,0.0,0.4729413596921351,0.18769040488871916,-0.03827674714694165,False,0.0
Scenario_170,103.04977641949918,0.0,False,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_171,103.04977641949918,0.0,-0.16113757505180487,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_172,103.04977641949918,0.0,-0.002617841365819884,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_173,103.04977641949918,0.0,0.07664202547717261,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_174,103.04977641949918,0.0,0.11627195889866886,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_175,103.04977641949918,0.0,0.1559018923201651,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_176,103.04977641949918,0.0,0.19553182574166134,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_177,103.04977641949918,0.0,0.2351617591631576,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_178,103.04977641949918,0.0,0.3144216260061501,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_179,103.04977641949918,0.0,0.4729413596921351,0.21709907413713256,-0.03827674714694165,False,0.0
Scenario_180,103.04977641949918,0.0,False,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_181,103.04977641949918,0.0,-0.16113757505180487,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_182,103.04977641949918,0.0,-0.002617841365819884,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_183,103.04977641949918,0.0,0.07664202547717261,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_184,103.04977641949918,0.0,0.11627195889866886,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_185,103.04977641949918,0.0,0.1559018923201651,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_186,103.04977641949918,0.0,0.19553182574166134,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_187,103.04977641949918,0.0,0.2351617591631576,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_188,103.04977641949918,0.0,0.3144216260061501,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_189,103.04977641949918,0.0,0.4729413596921351,0.2759164126339594,-0.03827674714694165,False,0.0
Scenario_190,103.04977641949918,0.0,False,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_191,103.04977641949918,0.0,-0.16113757505180487,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_192,103.04977641949918,0.0,-0.002617841365819884,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_193,103.04977641949918,0.0,0.07664202547717261,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_194,103.04977641949918,0.0,0.11627195889866886,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_195,103.04977641949918,0.0,0.1559018923201651,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_196,103.04977641949918,0.0,0.19553182574166134,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_197,103.04977641949918,0.0,0.2351617591631576,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_198,103.04977641949918,0.0,0.3144216260061501,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_199,103.04977641949918,0.0,0.4729413596921351,0.3935510896276131,-0.03827674714694165,False,0.0
Scenario_200,103.04977641949918,0.0,False,False,0.0605577052568243,False,0.0
Scenario_201,103.04977641949918,0.0,-0.16113757505180487,False,0.0605577052568243,False,0.0
Scenario_202,103.04977641949918,0.0,-0.002617841365819884,False,0.0605577052568243,False,0.0
Scenario_203,103.04977641949918,0.0,0.07664202547717261,False,0.0605577052568243,False,0.0
Scenario_204,103.04977641949918,0.0,0.11627195889866886,False,0.0605577052568243,False,0.0
Scenario_205,103.04977641949918,0.0,0.1559018923201651,False,0.0605577052568243,False,0.0
Scenario_206,103.04977641949918,0.0,0.19553182574166134,False,0.0605577052568243,False,0.0
Scenario_207,103.04977641949918,0.0,0.2351617591631576,False,0.0605577052568243,False,0.0
Scenario_208,103.04977641949918,0.0,0.3144216260061501,False,0.0605577052568243,False,0.0
Scenario_209,103.04977641949918,0.0,0.4729413596921351,False,0.0605577052568243,False,0.0
Scenario_210,103.04977641949918,0.0,False,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_211,103.04977641949918,0.0,-0.16113757505180487,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_212,103.04977641949918,0.0,-0.002617841365819884,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_213,103.04977641949918,0.0,0.07664202547717261,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_214,103.04977641949918,0.0,0.11627195889866886,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_215,103.04977641949918,0.0,0.1559018923201651,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_216,103.04977641949918,0.0,0.19553182574166134,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_217,103.04977641949918,0.0,0.2351617591631576,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_218,103.04977641949918,0.0,0.3144216260061501,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_219,103.04977641949918,0.0,0.4729413596921351,-0.0769876183470016,0.0605577052568243,False,0.0
Scenario_220,103.04977641949918,0.0,False,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_221,103.04977641949918,0.0,-0.16113757505180487,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_222,103.04977641949918,0.0,-0.002617841365819884,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_223,103.04977641949918,0.0,0.07664202547717261,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_224,103.04977641949918,0.0,0.11627195889866886,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_225,103.04977641949918,0.0,0.1559018923201651,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_226,103.04977641949918,0.0,0.19553182574166134,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_227,103.04977641949918,0.0,0.2351617591631576,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_228,103.04977641949918,0.0,0.3144216260061501,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_229,103.04977641949918,0.0,0.4729413596921351,0.040647058646652065,0.0605577052568243,False,0.0
Scenario_230,103.04977641949918,0.0,False,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_231,103.04977641949918,0.0,-0.16113757505180487,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_232,103.04977641949918,0.0,-0.002617841365819884,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_233,103.04977641949918,0.0,0.07664202547717261,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_234,103.04977641949918,0.0,0.11627195889866886,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_235,103.04977641949918,0.0,0.1559018923201651,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_236,103.04977641949918,0.0,0.19553182574166134,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_237,103.04977641949918,0.0,0.2351617591631576,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_238,103.04977641949918,0.0,0.3144216260061501,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_239,103.04977641949918,0.0,0.4729413596921351,0.0994643971434789,0.0605577052568243,False,0.0
Scenario_240,103.04977641949918,0.0,False,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_241,103.04977641949918,0.0,-0.16113757505180487,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_242,103.04977641949918,0.0,-0.002617841365819884,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_243,103.04977641949918,0.0,0.07664202547717261,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_244,103.04977641949918,0.0,0.11627195889866886,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_245,103.04977641949918,0.0,0.1559018923201651,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_246,103.04977641949918,0.0,0.19553182574166134,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_247,103.04977641949918,0.0,0.2351617591631576,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_248,103.04977641949918,0.0,0.3144216260061501,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_249,103.04977641949918,0.0,0.4729413596921351,0.1288730663918923,0.0605577052568243,False,0.0
Scenario_250,103.04977641949918,0.0,False,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_251,103.04977641949918,0.0,-0.16113757505180487,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_252,103.04977641949918,0.0,-0.002617841365819884,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_253,103.04977641949918,0.0,0.07664202547717261,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_254,103.04977641949918,0.0,0.11627195889866886,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_255,103.04977641949918,0.0,0.1559018923201651,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_256,103.04977641949918,0.0,0.19553182574166134,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_257,103.04977641949918,0.0,0.2351617591631576,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_258,103.04977641949918,0.0,0.3144216260061501,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_259,103.04977641949918,0.0,0.4729413596921351,0.15828173564030573,0.0605577052568243,False,0.0
Scenario_260,103.04977641949918,0.0,False,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_261,103.04977641949918,0.0,-0.16113757505180487,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_262,103.04977641949918,0.0,-0.002617841365819884,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_263,103.04977641949918,0.0,0.07664202547717261,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_264,103.04977641949918,0.0,0.11627195889866886,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_265,103.04977641949918,0.0,0.1559018923201651,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_266,103.04977641949918,0.0,0.19553182574166134,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_267,103.04977641949918,0.0,0.2351617591631576,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_268,103.04977641949918,0.0,0.3144216260061501,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_269,103.04977641949918,0.0,0.4729413596921351,0.18769040488871916,0.0605577052568243,False,0.0
Scenario_270,103.04977641949918,0.0,False,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_271,103.04977641949918,0.0,-0.16113757505180487,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_272,103.04977641949918,0.0,-0.002617841365819884,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_273,103.04977641949918,0.0,0.07664202547717261,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_274,103.04977641949918,0.0,0.11627195889866886,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_275,103.04977641949918,0.0,0.1559018923201651,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_276,103.04977641949918,0.0,0.19553182574166134,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_277,103.04977641949918,0.0,0.2351617591631576,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_278,103.04977641949918,0.0,0.3144216260061501,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_279,103.04977641949918,0.0,0.4729413596921351,0.21709907413713256,0.0605577052568243,False,0.0
Scenario_280,103.04977641949918,0.0,False,0.2759164126339594,0.0605577052568243,False,0.0
Scenario_281,103.04977641949918,0.0,-0.16113757505180487,0.2759164126339594,0.0605577052568243,False,0.0
