Date,Close,Mise,Secu,PorteFeuille,NbrAction,Vente,Achat,ValeurAchat,ValeurVente
2019-05-03,52.9375,100.0,62.203514405368125,0.0,0.0,True,False,,52.9375
2019-05-06,52.119998931884766,100.0,62.203514405368125,0.0,0.0,False,False,,52.9375
2019-05-07,50.71500015258789,0.0,62.203514405368125,100.0,1.9718032081066097,False,True,50.71500015258789,
2019-05-08,50.724998474121094,100.0,62.223229127842984,0.0,0.0,True,False,,50.724998474121094
2019-05-09,50.18000030517578,100.0,62.223229127842984,0.0,0.0,False,False,,50.724998474121094
2019-05-10,49.29499816894531,100.0,62.223229127842984,0.0,0.0,False,False,,50.724998474121094
2019-05-13,46.43000030517578,0.0,62.223229127842984,100.00000000000001,2.1537798695394907,False,True,46.43000030517578,
2019-05-14,47.165000915527344,0.0,62.223229127842984,101.58302951867445,2.1537798695394907,False,False,46.43000030517578,
2019-05-15,47.72999954223633,100.0,65.02314131504069,0.0,0.0,True,False,,47.72999954223633
2019-05-16,47.52000045776367,100.0,65.02314131504069,0.0,0.0,False,False,,47.72999954223633
2019-05-17,47.25,100.0,65.02314131504069,0.0,0.0,False,False,,47.72999954223633
2019-05-20,45.772499084472656,0.0,65.02314131504069,100.0,2.1847179419994323,False,True,45.772499084472656,
2019-05-21,46.650001525878906,100.0,66.94023664292922,0.0,0.0,True,False,,46.650001525878906
2019-05-22,45.69499969482422,100.0,66.94023664292922,0.0,0.0,False,False,,46.650001525878906
2019-05-23,44.915000915527344,100.0,66.94023664292922,0.0,0.0,False,False,,46.650001525878906
2019-05-24,44.74250030517578,100.0,66.94023664292922,0.0,0.0,False,False,,46.650001525878906
2019-05-28,44.557498931884766,100.0,66.94023664292922,0.0,0.0,False,False,,46.650001525878906
2019-05-29,44.345001220703125,0.0,66.94023664292922,100.0,2.255045602599138,False,True,44.345001220703125,
2019-05-30,44.57500076293945,100.0,67.45889609924906,0.0,0.0,True,False,,44.57500076293945
2019-05-31,43.76750183105469,100.0,67.45889609924906,0.0,0.0,False,False,,44.57500076293945
2019-06-03,43.32500076293945,0.0,67.45889609924906,100.0,2.3081361393890796,False,True,43.32500076293945,
2019-06-04,44.90999984741211,0.0,67.45889609924906,103.65839366776994,2.3081361393890796,False,False,43.32500076293945,
2019-06-05,45.6349983215332,0.0,67.45889609924906,105.33178884689077,2.3081361393890796,False,False,43.32500076293945,
2019-06-06,46.30500030517578,0.0,67.45889609924906,106.87824463879858,2.3081361393890796,False,False,43.32500076293945,
2019-06-07,47.537498474121094,0.0,67.45889609924906,109.72301820427212,2.3081361393890796,False,False,43.32500076293945,
2019-06-10,48.14500045776367,0.0,67.45889609924906,111.12521548746811,2.3081361393890796,False,False,43.32500076293945,
2019-06-11,48.70249938964844,100.0,79.87089501907121,0.0,0.0,True,False,,48.70249938964844
2019-06-12,48.54750061035156,100.0,79.87089501907121,0.0,0.0,False,False,,48.70249938964844
2019-06-13,48.537498474121094,100.0,79.87089501907121,0.0,0.0,False,False,,48.70249938964844
2019-06-14,48.185001373291016,0.0,79.87089501907121,99.99999999999999,2.07533458856411,False,True,48.185001373291016,
2019-06-17,48.47249984741211,0.0,79.87089501907121,100.5966555275029,2.07533458856411,False,False,48.185001373291016,
2019-06-18,49.61249923706055,100.0,82.83343071085349,0.0,0.0,True,False,,49.61249923706055
2019-06-19,49.467498779296875,0.0,82.83343071085349,100.0,2.021529336790563,False,True,49.467498779296875,
2019-06-20,49.8650016784668,100.0,83.63699448298479,0.0,0.0,True,False,,49.8650016784668
2019-06-21,49.69499969482422,100.0,83.63699448298479,0.0,0.0,False,False,,49.8650016784668
2019-06-24,49.64500045776367,100.0,83.63699448298479,0.0,0.0,False,False,,49.8650016784668
2019-06-25,48.89250183105469,0.0,83.63699448298479,100.0,2.045303395304753,False,True,48.89250183105469,
2019-06-26,49.95000076293945,100.0,85.79990063889986,0.0,0.0,True,False,,49.95000076293945
2019-06-27,49.935001373291016,100.0,85.79990063889986,0.0,0.0,False,False,,49.95000076293945
2019-06-28,49.47999954223633,0.0,85.79990063889986,100.0,2.0210186120684903,False,True,49.47999954223633,
2019-07-01,50.38750076293945,0.0,85.79990063889986,101.8340768575159,2.0210186120684903,False,False,49.47999954223633,
2019-07-02,50.682498931884766,0.0,85.79990063889986,102.43027364748049,2.0210186120684903,False,False,49.47999954223633,
2019-07-03,51.102500915527344,100.0,89.07900611242768,0.0,0.0,True,False,,51.102500915527344
2019-07-05,51.057498931884766,100.0,89.07900611242768,0.0,0.0,False,False,,51.102500915527344
2019-07-08,50.005001068115234,0.0,89.07900611242768,100.0,1.9997999772819355,False,True,50.005001068115234,
2019-07-09,50.310001373291016,0.0,89.07900611242768,100.60993960336151,1.9997999772819355,False,False,50.005001068115234,
2019-07-10,50.807498931884766,100.0,90.68384132216279,0.0,0.0,True,False,,50.807498931884766
2019-07-11,50.4375,0.0,90.68384132216279,100.0,1.982651796778191,False,True,50.4375,
2019-07-12,50.82500076293945,0.0,90.68384132216279,100.76827908389483,1.982651796778191,False,False,50.4375,
2019-07-15,51.3025016784668,100.0,92.39883845419114,0.0,0.0,True,False,,51.3025016784668
2019-07-16,51.125,100.0,92.39883845419114,0.0,0.0,False,False,,51.3025016784668
2019-07-17,50.837501525878906,0.0,92.39883845419114,100.0,1.9670518219526356,False,True,50.837501525878906,
2019-07-18,51.415000915527344,100.0,93.53480968077562,0.0,0.0,True,False,,51.415000915527344
2019-07-19,50.647499084472656,0.0,93.53480968077562,100.0,1.974431152725124,False,True,50.647499084472656,
2019-07-22,51.80500030517578,0.0,93.53480968077562,102.28540646947361,1.974431152725124,False,False,50.647499084472656,
2019-07-23,52.209999084472656,100.0,96.61985835690864,0.0,0.0,True,False,,52.209999084472656
2019-07-24,52.16749954223633,100.0,96.61985835690864,0.0,0.0,False,False,,52.209999084472656
2019-07-25,51.755001068115234,0.0,96.61985835690864,100.0,1.932180425779319,False,True,51.755001068115234,
2019-07-26,51.935001373291016,0.0,96.61985835690864,100.34779306629494,1.932180425779319,False,False,51.755001068115234,
2019-07-29,52.41999816894531,100.0,97.9047527383325,0.0,0.0,True,False,,52.41999816894531
2019-07-30,52.19499969482422,0.0,97.9047527383325,100.0,1.9158923380531456,False,True,52.19499969482422,
2019-07-31,53.2599983215332,100.0,99.94517544728137,0.0,0.0,True,False,,53.2599983215332
2019-08-01,52.10749816894531,100.0,99.94517544728137,0.0,0.0,False,False,,53.2599983215332
2019-08-02,51.005001068115234,100.0,99.94517544728137,0.0,0.0,False,False,,53.2599983215332
2019-08-05,48.334999084472656,0.0,99.94517544728137,100.0,2.0688942152504235,False,True,48.334999084472656,
2019-08-06,49.25,0.0,99.94517544728137,101.89304010108336,2.0688942152504235,False,False,48.334999084472656,
2019-08-07,49.7599983215332,0.0,99.94517544728137,102.94817267829083,2.0688942152504235,False,False,48.334999084472656,
2019-08-08,50.85749816894531,100.0,105.16395921112134,0.0,0.0,True,False,,50.85749816894531
2019-08-09,50.247501373291016,100.0,105.16395921112134,0.0,0.0,False,False,,50.85749816894531
2019-08-12,50.119998931884766,0.0,105.16395921112134,100.0,1.9952115349384645,False,True,50.119998931884766,
2019-08-13,52.24250030517578,100.0,109.3987984340343,0.0,0.0,True,False,,52.24250030517578
2019-08-14,50.6875,100.0,109.3987984340343,0.0,0.0,False,False,,52.24250030517578
2019-08-15,50.435001373291016,0.0,109.3987984340343,100.0,1.982750020364969,False,True,50.435001373291016,
2019-08-16,51.625,0.0,109.3987984340343,102.35946980134153,1.982750020364969,False,False,50.435001373291016,
2019-08-19,52.587501525878906,0.0,109.3987984340343,104.26786972137924,1.982750020364969,False,False,50.435001373291016,
