Date,Close,Mise,Secu,PorteFeuille,NbrAction,Vente,Achat,ValeurAchat,ValeurVente
2019-01-02,39.47999954223633,100.0,0.0,0.0,0.0,False,False,,
2019-01-03,35.54750061035156,100.0,0.0,0.0,0.0,False,False,,
2019-01-04,37.064998626708984,100.0,0.0,0.0,0.0,False,False,,
2019-01-07,36.98249816894531,0.0,0.0,99.48217599982267,2.689979880357546,False,True,37.17499923706055,
2019-01-08,37.6875,0.0,0.0,101.37861674097502,2.689979880357546,False,False,37.17499923706055,
2019-01-09,38.32749938964844,0.0,0.0,103.10020222257043,2.689979880357546,False,False,37.17499923706055,
2019-01-10,38.45000076293945,100.0,3.429728452039427,0.0,0.0,True,False,,38.45000076293945
2019-01-11,38.0724983215332,100.0,3.429728452039427,0.0,0.0,False,False,,38.45000076293945
2019-01-14,37.5,0.0,3.429728452039427,100.0,2.6666666666666665,False,True,37.5,
2019-01-15,38.26750183105469,0.0,3.429728452039427,102.04667154947916,2.6666666666666665,False,False,37.5,
2019-01-16,38.73500061035156,0.0,3.429728452039427,103.2933349609375,2.6666666666666665,False,False,37.5,
2019-01-17,38.96500015258789,0.0,3.429728452039427,103.9066670735677,2.6666666666666665,False,False,37.5,
2019-01-18,39.20500183105469,100.0,7.976400001518584,0.0,0.0,True,False,,39.20500183105469
2019-01-22,38.32500076293945,0.0,7.976400001518584,100.0,2.6092628312926403,False,True,38.32500076293945,
2019-01-23,38.47999954223633,100.0,8.380832555233653,0.0,0.0,True,False,,38.47999954223633
2019-01-24,38.17499923706055,0.0,8.380832555233653,100.0,2.6195154420047593,False,True,38.17499923706055,
2019-01-25,39.439998626708984,100.0,11.694517990544341,0.0,0.0,True,False,,39.439998626708984
2019-01-28,39.07500076293945,100.0,11.694517990544341,0.0,0.0,False,False,,39.439998626708984
2019-01-29,38.66999816894531,0.0,11.694517990544341,100.00000000000001,2.585984089347771,False,True,38.66999816894531,
2019-01-30,41.3125,0.0,11.694517990544341,106.83346769117978,2.585984089347771,False,False,38.66999816894531,
2019-01-31,41.61000061035156,0.0,11.694517990544341,107.60279953612017,2.585984089347771,False,False,38.66999816894531,
2019-02-01,41.630001068115234,0.0,11.694517990544341,107.6545204016767,2.585984089347771,False,False,38.66999816894531,
2019-02-04,42.8125,0.0,11.694517990544341,110.71244382520143,2.585984089347771,False,False,38.66999816894531,
2019-02-05,43.54499816894531,0.0,11.694517990544341,112.60667243557039,2.585984089347771,False,False,38.66999816894531,
2019-02-06,43.560001373291016,100.0,24.339988473841956,0.0,0.0,True,False,,43.560001373291016
2019-02-07,42.73500061035156,100.0,24.339988473841956,0.0,0.0,False,False,,43.560001373291016
2019-02-08,42.602500915527344,100.0,24.339988473841956,0.0,0.0,False,False,,43.560001373291016
2019-02-11,42.35749816894531,0.0,24.339988473841956,100.0,2.3608570931442707,False,True,42.35749816894531,
2019-02-12,42.72249984741211,100.0,25.201705275459858,0.0,0.0,True,False,,42.72249984741211
2019-02-13,42.54499816894531,0.0,25.201705275459858,100.0,2.350452563257896,False,True,42.54499816894531,
2019-02-14,42.70000076293945,100.0,25.566031519825017,0.0,0.0,True,False,,42.70000076293945
2019-02-15,42.60499954223633,0.0,25.566031519825017,100.0,2.3471423794023356,False,True,42.60499954223633,
2019-02-19,42.73249816894531,0.0,25.566031519825017,100.29925743006424,2.3471423794023356,False,False,42.60499954223633,
2019-02-20,43.00749969482422,100.0,26.51075668567995,0.0,0.0,True,False,,43.00749969482422
2019-02-21,42.76499938964844,0.0,26.51075668567995,100.0,2.3383608424464444,False,True,42.76499938964844,
2019-02-22,43.24250030517578,0.0,26.51075668567995,101.11656944310147,2.3383608424464444,False,False,42.76499938964844,
2019-02-25,43.557498931884766,0.0,26.51075668567995,101.85314989722217,2.3383608424464444,False,False,42.76499938964844,
2019-02-26,43.58250045776367,0.0,26.51075668567995,101.91161248633881,2.3383608424464444,False,False,42.76499938964844,
2019-02-27,43.717498779296875,100.0,28.738043960887993,0.0,0.0,True,False,,43.717498779296875
2019-02-28,43.287498474121094,0.0,28.738043960887993,100.0,2.310135801905573,False,True,43.287498474121094,
2019-03-01,43.74250030517578,0.0,28.738043960887993,101.05111601985202,2.310135801905573,False,False,43.287498474121094,
2019-03-04,43.962501525878906,100.0,30.297392677149233,0.0,0.0,True,False,,43.962501525878906
2019-03-05,43.88249969482422,100.0,30.297392677149233,0.0,0.0,False,False,,43.962501525878906
2019-03-06,43.630001068115234,100.0,30.297392677149233,0.0,0.0,False,False,,43.962501525878906
2019-03-07,43.125,0.0,30.297392677149233,100.0,2.318840579710145,False,True,43.125,
2019-03-08,43.227500915527344,0.0,30.297392677149233,100.23768328238225,2.318840579710145,False,False,43.125,
2019-03-11,44.724998474121094,0.0,30.297392677149233,103.71014138926631,2.318840579710145,False,False,43.125,
2019-03-12,45.227500915527344,0.0,30.297392677149233,104.87536444180255,2.318840579710145,False,False,43.125,
2019-03-13,45.4275016784668,0.0,30.297392677149233,105.33913432687953,2.318840579710145,False,False,43.125,
2019-03-14,45.932498931884766,0.0,30.297392677149233,106.51014245074728,2.318840579710145,False,False,43.125,
2019-03-15,46.529998779296875,0.0,30.297392677149233,107.89564934329711,2.318840579710145,False,False,43.125,
2019-03-18,47.005001068115234,100.0,39.294496603213545,0.0,0.0,True,False,,47.005001068115234
2019-03-19,46.63249969482422,0.0,39.294496603213545,99.99999999999999,2.144427183925958,False,True,46.63249969482422,
2019-03-20,47.040000915527344,0.0,39.294496603213545,100.87385669515878,2.144427183925958,False,False,46.63249969482422,
2019-03-21,48.772499084472656,100.0,43.8835694679606,0.0,0.0,True,False,,48.772499084472656
2019-03-22,47.76250076293945,100.0,43.8835694679606,0.0,0.0,False,False,,48.772499084472656
2019-03-25,47.185001373291016,100.0,43.8835694679606,0.0,0.0,False,False,,48.772499084472656
2019-03-26,46.6974983215332,0.0,43.8835694679606,99.99999999999999,2.1414423383337406,False,True,46.6974983215332,
2019-03-27,47.11750030517578,0.0,43.8835694679606,100.89941002995636,2.1414423383337406,False,False,46.6974983215332,
2019-03-28,47.18000030517578,0.0,43.8835694679606,101.03325017610223,2.1414423383337406,False,False,46.6974983215332,
2019-03-29,47.48749923706055,0.0,43.8835694679606,101.69174140783267,2.1414423383337406,False,False,46.6974983215332,
2019-04-01,47.810001373291016,0.0,43.8835694679606,102.38236113655967,2.1414423383337406,False,False,46.6974983215332,
2019-04-02,48.505001068115234,0.0,43.8835694679606,103.87066290818528,2.1414423383337406,False,False,46.6974983215332,
2019-04-03,48.837501525878906,0.0,43.8835694679606,104.58269346595576,2.1414423383337406,False,False,46.6974983215332,
2019-04-04,48.92250061035156,0.0,43.8835694679606,104.76471410416511,2.1414423383337406,False,False,46.6974983215332,
2019-04-05,49.25,0.0,43.8835694679606,105.46603516293672,2.1414423383337406,False,False,46.6974983215332,
2019-04-08,50.025001525878906,100.0,51.00922571068767,0.0,0.0,True,False,,50.025001525878906
2019-04-09,49.875,0.0,51.00922571068767,100.0,2.0050125313283207,False,True,49.875,
2019-04-10,50.154998779296875,100.0,51.57062677193453,0.0,0.0,True,False,,50.154998779296875
2019-04-11,49.73749923706055,100.0,51.57062677193453,0.0,0.0,False,False,,50.154998779296875
2019-04-12,49.717498779296875,0.0,51.57062677193453,100.0,2.0113642571585184,False,True,49.717498779296875,
2019-04-15,49.807498931884766,0.0,51.57062677193453,100.1810230900541,2.0113642571585184,False,False,49.717498779296875,
2019-04-16,49.8125,0.0,51.57062677193453,100.1910820597087,2.0113642571585184,False,False,49.717498779296875,
2019-04-17,50.782501220703125,0.0,51.57062677193453,102.1421078444311,2.0113642571585184,False,False,49.717498779296875,
2019-04-18,50.96500015258789,0.0,51.57062677193453,102.50917967299372,2.0113642571585184,False,False,49.717498779296875,
2019-04-22,51.13249969482422,0.0,51.57062677193453,102.84608226533828,2.0113642571585184,False,False,49.717498779296875,
2019-04-23,51.869998931884766,100.0,55.900088642378066,0.0,0.0,True,False,,51.869998931884766
2019-04-24,51.790000915527344,100.0,55.900088642378066,0.0,0.0,False,False,,51.869998931884766
2019-04-25,51.31999969482422,100.0,55.900088642378066,0.0,0.0,False,False,,51.869998931884766
2019-04-26,51.07500076293945,0.0,55.900088642378066,100.0,1.9579050123590214,False,True,51.07500076293945,
2019-04-29,51.15250015258789,100.0,56.0518250858255,0.0,0.0,True,False,,51.15250015258789
2019-04-30,50.16749954223633,0.0,56.0518250858255,100.0,1.993322388248778,False,True,50.16749954223633,
2019-05-01,52.630001068115234,100.0,60.9603845084567,0.0,0.0,True,False,,52.630001068115234
2019-05-02,52.287498474121094,0.0,60.9603845084567,100.0,1.9125030440975004,False,True,52.287498474121094,
