,Vente_pente_Close,Vente_pente_J3,Vente_pente_J6,Achat_pente_J4,Achat_pente_J5,Total
Scenario_0,-2.910140631019544,-1.5366890204229124,-0.8999564692937025,0.2363668689882852,-0.7946482970132656,178.74786283921793
