Date,Close,J2,J3,J4,J5,J6,J7,Mise,Secu,PorteFeuille,NbrAction,Vente,Achat,ValeurAchat,ValeurVente
2019-03-12,45.227500915527344,44.97624969482422,44.393333435058594,44.076250076293945,43.9870002746582,43.96958351135254,43.96857179914202,0.0,0.0,121.66106750162105,2.689979880357546,False,False,37.17499923706055,
2019-03-13,45.4275016784668,45.32750129699707,45.12666702270508,44.651875495910645,44.346500396728516,44.22708384195963,44.177857535226,0.0,0.0,122.19906552998434,2.689979880357546,False,False,37.17499923706055,
2019-03-14,45.932498931884766,45.68000030517578,45.52916717529297,45.328125,44.90800018310547,44.610833485921226,44.4707145690918,0.0,0.0,123.5574979813145,2.689979880357546,False,False,37.17499923706055,
2019-03-15,46.529998779296875,46.23124885559082,45.96333312988281,45.779375076293945,45.56849975585938,45.1783332824707,44.88499995640346,0.0,0.0,125.16476054936977,2.689979880357546,False,False,37.17499923706055,
2019-03-18,47.005001068115234,46.767499923706055,46.489166259765625,46.22375011444092,46.0245002746582,45.80791664123535,45.43928582327707,0.0,0.0,126.44250714941495,2.689979880357546,False,False,37.17499923706055,
2019-03-19,46.63249969482422,46.81875038146973,46.72249984741211,46.52499961853027,46.30550003051758,46.12583351135254,45.92571422031948,0.0,0.0,125.44048594985655,2.689979880357546,False,False,37.17499923706055,
2019-03-20,47.040000915527344,46.83625030517578,46.89250055948893,46.80187511444092,46.62799987792969,46.427916844685875,46.25642885480608,0.0,0.0,126.53665603476911,2.689979880357546,False,False,37.17499923706055,
2019-03-21,48.772499084472656,47.90625,47.481666564941406,47.36250019073486,47.19599990844726,46.985416412353516,46.762857164655415,0.0,0.0,131.19704125198828,2.689979880357546,False,False,37.17499923706055,
2019-03-22,47.76250076293945,48.267499923706055,47.858333587646484,47.55187511444092,47.442500305175784,47.2904167175293,47.096428462437224,0.0,0.0,128.48016608786907,2.689979880357546,False,False,37.17499923706055,
2019-03-25,47.185001373291016,47.473751068115234,47.90666707356771,47.69000053405762,47.47850036621094,47.39958381652832,47.27535738263811,0.0,0.0,126.92670434879601,2.689979880357546,False,False,37.17499923706055,
2019-03-26,46.6974983215332,46.94124984741211,47.21500015258789,47.60437488555908,47.49150009155274,47.34833335876465,47.299285888671875,0.0,0.0,125.61533094795459,2.689979880357546,False,False,37.17499923706055,
2019-03-27,47.11750030517578,46.90749931335449,47.0,47.19062519073486,47.50699996948242,47.42916679382324,47.31535720825195,0.0,0.0,126.74512783366339,2.689979880357546,False,False,37.17499923706055,
2019-03-28,47.18000030517578,47.14875030517578,46.99833297729492,47.045000076293945,47.188500213623044,47.45250002543131,47.39357158115932,0.0,0.0,126.91325157618573,2.689979880357546,False,False,37.17499923706055,
2019-03-29,47.48749923706055,47.333749771118164,47.26166661580404,47.12062454223633,47.13349990844726,47.23833338419596,47.45749991280692,0.0,0.0,127.7404175161872,2.689979880357546,False,False,37.17499923706055,
2019-04-01,47.810001373291016,47.64875030517578,47.49250030517578,47.39875030517578,47.25849990844726,47.24625015258789,47.320000239780974,0.0,0.0,128.60794177401948,2.689979880357546,False,False,37.17499923706055,
2019-04-02,48.505001068115234,48.157501220703125,47.9341672261556,47.745625495910645,47.62000045776367,47.46625010172526,47.42607171194894,0.0,0.0,130.47747696995125,2.689979880357546,False,False,37.17499923706055,
2019-04-03,48.837501525878906,48.67125129699707,48.384167989095054,48.160000801086426,47.9640007019043,47.82291730244955,47.662143162318635,0.0,0.0,131.3718965115452,2.689979880357546,False,False,37.17499923706055,
2019-04-04,48.92250061035156,48.880001068115234,48.755001068115234,48.51875114440918,48.31250076293945,48.12375068664551,47.98000063214983,0.0,0.0,131.60054233862547,2.689979880357546,False,False,37.17499923706055,
2019-04-05,49.25,49.08625030517578,49.003334045410156,48.878750801086426,48.665000915527344,48.468750635782875,48.28464344569615,0.0,0.0,132.48150910760916,2.689979880357546,False,False,37.17499923706055,
2019-04-08,50.025001525878906,49.63750076293945,49.39916737874349,49.258750915527344,49.108000946044925,48.89166768391927,48.691072191510884,0.0,0.0,134.5662476194698,2.689979880357546,False,False,37.17499923706055,
2019-04-09,49.875,49.95000076293945,49.71666717529297,49.51812553405762,49.38200073242187,49.2358341217041,49.03214372907366,0.0,0.0,134.1627465328326,2.689979880357546,False,False,37.17499923706055,
2019-04-10,50.154998779296875,50.01499938964844,50.018333435058594,49.826250076293945,49.64550018310547,49.510833740234375,49.36714335850307,0.0,0.0,134.91593761566588,2.689979880357546,False,False,37.17499923706055,
2019-04-11,49.73749923706055,49.94624900817871,49.922499338785805,49.94812488555908,49.80849990844727,49.66083335876465,49.54321452549526,0.0,0.0,133.79287224699166,2.689979880357546,False,False,37.17499923706055,
2019-04-12,49.717498779296875,49.72749900817871,49.869998931884766,49.871249198913574,49.90199966430664,49.79333305358887,49.66892841884068,0.0,0.0,133.73907141800944,2.689979880357546,False,False,37.17499923706055,
2019-04-15,49.807498931884766,49.76249885559082,49.75416564941406,49.854373931884766,49.858499145507814,49.88624954223633,49.79535675048828,0.0,0.0,133.98117001769998,2.689979880357546,False,False,37.17499923706055,
2019-04-16,49.8125,49.80999946594238,49.77916590372721,49.76874923706055,49.84599914550781,49.85083262125651,49.87571389334543,0.0,0.0,133.99462279031027,2.689979880357546,False,False,37.17499923706055,
2019-04-17,50.782501220703125,50.29750061035156,50.1341667175293,50.02999973297119,49.971499633789065,50.00208282470703,49.98392813546317,0.0,0.0,136.60390655792392,2.689979880357546,False,False,37.17499923706055,
2019-04-18,50.96500015258789,50.87375068664551,50.52000045776367,50.341875076293945,50.21699981689453,50.13708305358887,50.13964244297573,0.0,0.0,137.0948250128807,2.689979880357546,False,False,37.17499923706055,
2019-04-22,51.13249969482422,51.048749923706055,50.960000356038414,50.67312526702881,50.5,50.36958312988281,50.2792854309082,0.0,0.0,137.5453954114655,2.689979880357546,False,False,37.17499923706055,
2019-04-23,51.869998931884766,51.50124931335449,51.32249959309896,51.1875,50.9125,50.728333155314125,50.58392824445452,0.0,0.0,139.52925352093743,2.689979880357546,False,False,37.17499923706055,
2019-04-24,51.790000915527344,51.829999923706055,51.59749984741211,51.439374923706055,51.30800018310547,51.05875015258789,50.87999997820173,0.0,0.0,139.31406046646745,2.689979880357546,False,False,37.17499923706055,
2019-04-25,51.31999969482422,51.55500030517578,51.65999984741211,51.52812480926514,51.41549987792969,51.31000010172526,51.09607151576451,0.0,0.0,138.04976663903255,2.689979880357546,False,False,37.17499923706055,
2019-04-26,51.07500076293945,51.197500228881836,51.39500045776367,51.513750076293945,51.4375,51.35875002543131,51.276428767613005,0.0,0.0,137.39072444155346,2.689979880357546,False,False,37.17499923706055,
2019-04-29,51.15250015258789,51.11375045776367,51.18250020345052,51.33437538146973,51.44150009155273,51.39000002543131,51.32928575788225,0.0,0.0,137.59919624044772,2.689979880357546,False,False,37.17499923706055,
2019-04-30,50.16749954223633,50.65999984741211,50.798333485921226,50.92875003814697,51.101000213623045,51.229166666666664,51.2153570992606,0.0,0.0,134.94956441646212,2.689979880357546,False,False,37.17499923706055,
2019-05-01,52.630001068115234,51.39875030517578,51.31666692097982,51.25625038146973,51.26900024414063,51.35583368937174,51.429285866873606,0.0,0.0,141.57364397642615,2.689979880357546,False,False,37.17499923706055,
2019-05-02,52.287498474121094,52.458749771118164,51.69499969482422,51.55937480926514,51.4625,51.43874994913737,51.48892865862165,0.0,0.0,140.65231888961162,2.689979880357546,False,False,37.17499923706055,
2019-05-03,52.9375,52.61249923706055,52.618333180745445,52.005624771118164,51.83499984741211,51.708333333333336,51.6528570992606,0.0,0.0,142.4008099164276,2.689979880357546,False,False,37.17499923706055,
2019-05-06,52.119998931884766,52.52874946594238,52.44833246866862,52.49374961853027,52.028499603271484,51.88249969482422,51.76714270455496,0.0,0.0,140.20174849102682,2.689979880357546,False,False,37.17499923706055,
2019-05-07,50.71500015258789,51.41749954223633,51.92416636149088,52.01499938964844,52.1379997253418,51.809583028157554,51.71571404593332,100.0,36.422330042791316,0.0,0.0,True,False,,50.71500015258789
2019-05-08,50.724998474121094,50.71999931335449,51.186665852864586,51.62437438964844,51.75699920654297,51.902499516805015,51.65464237758091,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-09,50.18000030517578,50.45249938964844,50.539999643961586,50.93499946594238,51.3354995727539,51.4941660563151,51.65642820085798,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-10,49.29499816894531,49.73749923706055,50.06666564941406,50.22874927520752,50.606999206542966,50.995416005452476,51.17999921526228,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-13,46.43000030517578,47.86249923706055,48.63499959309896,49.15749931335449,49.46899948120117,49.91083272298177,50.343213762555806,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-14,47.165000915527344,46.79750061035156,47.62999979654948,48.267499923706055,48.75899963378906,49.08499972025553,49.518571036202566,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-15,47.72999954223633,47.447500228881836,47.108333587646484,47.65499973297119,48.15999984741211,48.58749961853027,48.89142826625279,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-16,47.52000045776367,47.625,47.471666971842446,47.21125030517578,47.62799987792969,48.0533332824707,48.43499973842076,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-17,47.25,47.385000228881836,47.5,47.416250228881836,47.219000244140624,47.56499989827474,47.938571384974885,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-20,45.772499084472656,46.51124954223633,46.84749984741211,47.068124771118164,47.0875,46.9779167175293,47.30892835344587,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-21,46.650001525878906,46.21125030517578,46.55750020345052,46.79812526702881,46.984500122070315,47.014583587646484,46.93107169015067,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-22,45.69499969482422,46.17250061035156,46.03916676839193,46.341875076293945,46.57750015258789,46.76958338419596,46.82607160295759,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-23,44.915000915527344,45.30500030517578,45.753334045410156,45.75812530517578,46.05650024414062,46.30041694641113,46.50464303152902,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-24,44.74250030517578,44.82875061035156,45.11750030517578,45.50062561035156,45.55500030517578,45.83750025431315,46.07785742623465,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-28,44.557498931884766,44.64999961853027,44.73833338419596,44.97749996185303,45.3120002746582,45.388750076293945,45.65464292253767,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-29,44.345001220703125,44.451250076293945,44.548333485921226,44.640000343322754,44.851000213623045,45.15083376566569,45.23964309692383,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-30,44.57500076293945,44.46000099182129,44.49250030517578,44.55500030517578,44.627000427246095,44.80500030517578,45.06857190813337,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-05-31,43.76750183105469,44.17125129699707,44.22916793823242,44.31125068664551,44.397500610351564,44.483750661214195,44.656786237444194,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-06-03,43.32500076293945,43.54625129699707,43.88916778564453,44.00312614440918,44.114000701904295,44.218750635782875,44.31821496146066,100.0,36.422330042791316,0.0,0.0,False,False,,50.71500015258789
2019-06-04,44.90999984741211,44.11750030517578,44.000834147135414,44.144375801086426,44.18450088500977,44.2466672261556,44.31750052315848,0.0,36.422330042791316,100.00000000000001,2.2266755809343963,False,True,44.90999984741211,
2019-06-05,45.6349983215332,45.272499084472656,44.62333297729492,44.40937519073486,44.442500305175784,44.42625045776367,44.445000239780974,0.0,36.422330042791316,101.61433639854015,2.2266755809343963,False,False,44.90999984741211,
2019-06-06,46.30500030517578,45.96999931335449,45.61666615804037,45.04374980926514,44.788500213623045,44.752916971842446,44.69464329310826,0.0,36.422330042791316,103.10621345469468,2.2266755809343963,False,False,44.90999984741211,
2019-06-07,47.537498474121094,46.92124938964844,46.492499033610024,46.09687423706055,45.54249954223633,45.24666659037272,45.15071432931082,0.0,36.422330042791316,105.85058703103157,2.2266755809343963,False,False,44.90999984741211,
2019-06-10,48.14500045776367,47.84124946594238,47.329166412353516,46.90562438964844,46.506499481201175,45.97624969482422,45.660714285714285,0.0,36.422330042791316,107.2032968633777,2.2266755809343963,False,False,44.90999984741211,
2019-06-11,48.70249938964844,48.423749923706055,48.1283327738444,47.672499656677246,47.26499938964844,46.87249946594238,46.365713936941965,0.0,36.422330042791316,108.44466612140252,2.2266755809343963,False,False,44.90999984741211,
2019-06-12,48.54750061035156,48.625,48.46500015258789,48.23312473297119,47.84749984741211,47.47874959309896,47.11178534371512,0.0,36.422330042791316,108.09953412446752,2.2266755809343963,False,False,44.90999984741211,
2019-06-13,48.537498474121094,48.54249954223633,48.59583282470703,48.48312473297119,48.29399948120117,47.96249961853027,47.629999433244976,0.0,36.422330042791316,108.07726261196596,2.2266755809343963,False,False,44.90999984741211,
2019-06-14,48.185001373291016,48.361249923706055,48.423333485921226,48.49312496185303,48.423500061035156,48.27583312988281,47.994285583496094,0.0,36.422330042791316,107.29236592519746,2.2266755809343963,False,False,44.90999984741211,
2019-06-17,48.47249984741211,48.32875061035156,48.39833323160807,48.435625076293945,48.488999938964845,48.431666692097984,48.30392837524414,0.0,36.422330042791316,107.93253175707879,2.2266755809343963,False,False,44.90999984741211,
2019-06-18,49.61249923706055,49.04249954223633,48.756666819254555,48.70187473297119,48.670999908447264,48.6762498219808,48.60035705566406,0.0,36.422330042791316,110.4709405602891,2.2266755809343963,False,False,44.90999984741211,
2019-06-19,49.467498779296875,49.53999900817871,49.184165954589844,48.93437480926514,48.85499954223633,48.80374972025553,48.789285387311665,0.0,36.422330042791316,110.14807158176241,2.2266755809343963,False,False,44.90999984741211,
2019-06-20,49.8650016784668,49.666250228881836,49.64833323160807,49.35437488555908,49.12050018310547,49.02333323160807,48.955357142857146,0.0,36.422330042791316,111.0331815806947,2.2266755809343963,False,False,44.90999984741211,
2019-06-21,49.69499969482422,49.78000068664551,49.67583338419596,49.65999984741211,49.42249984741211,49.21625010172526,49.119285583496094,0.0,36.422330042791316,110.65464231500737,2.2266755809343963,False,False,44.90999984741211,
2019-06-24,49.64500045776367,49.670000076293945,49.73500061035156,49.66812515258789,49.65699996948242,49.4595832824707,49.27750015258789,0.0,36.422330042791316,110.5433102347793,2.2266755809343963,False,False,44.90999984741211,
2019-06-25,48.89250183105469,49.26875114440918,49.410833994547524,49.524375915527344,49.51300048828125,49.5295836130778,49.37857164655413,0.0,36.422330042791316,108.86773991799973,2.2266755809343963,False,False,44.90999984741211,
2019-06-26,49.95000076293945,49.42125129699707,49.49583435058594,49.54562568664551,49.609500885009766,49.58583386739095,49.58964320591518,0.0,36.422330042791316,111.22244696649175,2.2266755809343963,False,False,44.90999984741211,
2019-06-27,49.935001373291016,49.942501068115234,49.59250132242838,49.60562610626221,49.62350082397461,49.663750966389976,49.635714939662385,0.0,36.422330042791316,111.18904819183265,2.2266755809343963,False,False,44.90999984741211,
2019-06-28,49.47999954223633,49.70750045776367,49.788333892822266,49.56437587738037,49.580500793457034,49.5995839436849,49.63750076293945,0.0,36.422330042791316,110.17590672534274,2.2266755809343963,False,False,44.90999984741211,
2019-07-01,50.38750076293945,49.93375015258789,49.9341672261556,49.93812561035156,49.729000854492185,49.715000788370766,49.71214348929269,0.0,36.422330042791316,112.19661753315054,2.2266755809343963,False,False,44.90999984741211,
2019-07-02,50.682498931884766,50.53499984741211,50.18333307902018,50.12125015258789,50.0870002746582,49.88791720072428,49.85321480887277,0.0,36.422330042791316,112.85348275236143,2.2266755809343963,False,False,44.90999984741211,
2019-07-03,51.102500915527344,50.892499923706055,50.72416687011719,50.41312503814697,50.317500305175784,50.25625038146973,50.06142915998186,0.0,36.422330042791316,113.78869091328237,2.2266755809343963,False,False,44.90999984741211,
2019-07-05,51.057498931884766,51.079999923706055,50.94749959309896,50.80749988555908,50.54199981689453,50.44083340962728,50.370714460100444,0.0,36.422330042791316,113.68848609521183,2.2266755809343963,False,False,44.90999984741211,
2019-07-08,50.005001068115234,50.53125,50.721666971842446,50.71187496185303,50.64700012207031,50.45250002543131,50.37857164655413,0.0,36.422330042791316,111.34491480297059,2.2266755809343963,False,False,44.90999984741211,
2019-07-09,50.310001373291016,50.157501220703125,50.45750045776367,50.61875057220459,50.631500244140625,50.59083366394043,50.43214307512556,0.0,36.422330042791316,112.02405153468305,2.2266755809343963,False,False,44.90999984741211,
2019-07-10,50.807498931884766,50.55875015258789,50.374167124430336,50.545000076293945,50.656500244140624,50.66083335876465,50.62178584507534,0.0,36.422330042791316,113.13181719997823,2.2266755809343963,False,False,44.90999984741211,
2019-07-11,50.4375,50.62249946594238,50.518333435058594,50.390000343322754,50.52350006103516,50.62000020345052,50.62892859322684,0.0,36.422330042791316,112.30794961337861,2.2266755809343963,False,False,44.90999984741211,
2019-07-12,50.82500076293945,50.63125038146973,50.68999989827474,50.59500026702881,50.4770004272461,50.5737501780192,50.64928599766323,0.0,36.422330042791316,113.17078809980934,2.2266755809343963,False,False,44.90999984741211,
2019-07-15,51.3025016784668,51.063751220703125,50.855000813802086,50.843125343322754,50.7365005493164,50.61458396911621,50.677857535226,0.0,36.422330042791316,114.2340277282879,2.2266755809343963,False,False,44.90999984741211,
2019-07-16,51.125,51.2137508392334,51.08416748046875,50.92250061035156,50.8995002746582,50.80125045776367,50.687500544956755,0.0,36.422330042791316,113.83878907527101,2.2266755809343963,False,False,44.90999984741211,
2019-07-17,50.837501525878906,50.98125076293945,51.08833440144857,51.02250099182129,50.90550079345703,50.889167149861656,50.80642918178013,0.0,36.422330042791316,113.19862324338968,2.2266755809343963,False,False,44.90999984741211,
2019-07-18,51.415000915527344,51.126251220703125,51.125834147135414,51.17000102996826,51.1010009765625,50.99041748046875,50.96428625924246,0.0,36.422330042791316,114.48452703232437,2.2266755809343963,False,False,44.90999984741211,
2019-07-19,50.647499084472656,51.03125,50.96666717529297,51.00625038146973,51.06550064086914,51.02541732788086,50.941429138183594,0.0,36.422330042791316,112.77554944679245,2.2266755809343963,False,False,44.90999984741211,
2019-07-22,51.80500030517578,51.22624969482422,51.28916676839193,51.17625045776367,51.16600036621094,51.18875058492025,51.13678632463728,0.0,36.422330042791316,115.35292914983386,2.2266755809343963,False,False,44.90999984741211,
2019-07-23,52.209999084472656,52.00749969482422,51.55416615804037,51.51937484741211,51.383000183105466,51.34000015258789,51.33464322771345,0.0,36.422330042791316,116.25473004200245,2.2266755809343963,False,False,44.90999984741211,
