Date,Close,J2,J3,J4,J5,J6,J7,SansTransaction,Mise,Secu,PorteFeuille,NbrAction,Vente,Achat,ValeurAchat,ValeurVente,Scenario1,Scenario1_ssSecu,Scenario1_NbrActionCste
2020-01-07,74.59750366210938,,,,,,,99.51641485220033,0.0,0.0,99.51641485220033,1.3340448401995002,False,True,74.95999908447266,,99.51641485220033,99.51641485220033,99.51641485220033
2020-01-08,75.79750061035156,75.19750213623047,,,,,,101.11726458925797,0.0,0.0,101.11726458925797,1.3340448401995002,False,False,74.95999908447266,,101.11726458925797,101.11726458925797,101.11726458925797
2020-01-09,77.40750122070312,76.60250091552734,75.93416849772136,,,,,103.26507759621552,0.0,0.0,103.26507759621552,1.3340448401995002,False,False,74.95999908447266,,103.26507759621552,103.26507759621552,103.26507759621552
2020-01-10,77.5824966430664,77.49499893188477,76.92916615804036,76.34625053405762,,,,103.49852933647779,0.0,0.0,103.49852933647779,1.3340448401995002,False,False,74.95999908447266,,103.49852933647779,103.49852933647779,103.49852933647779
2020-01-13,79.23999786376953,78.41124725341797,78.07666524251302,77.50687408447266,76.925,,,105.70971028758116,0.0,0.0,105.70971028758116,1.3340448401995002,False,False,74.95999908447266,,105.70971028758116,105.70971028758116,105.70971028758116
2020-01-14,78.16999816894531,78.70499801635742,78.33083089192708,78.0999984741211,77.63949890136719,77.13249969482422,,104.28228271568587,0.0,0.0,104.28228271568587,1.3340448401995002,False,False,74.95999908447266,,104.28228271568587,104.28228271568587,104.28228271568587
2020-01-15,77.83499908447266,78.00249862670898,78.41499837239583,78.20687294006348,78.0469985961914,77.6720822652181,77.23285675048828,103.83537891557357,0.0,0.0,103.83537891557357,1.3340448401995002,False,False,74.95999908447266,,103.83537891557357,103.83537891557357,103.83537891557357
2020-01-16,78.80999755859375,78.3224983215332,78.27166493733723,78.51374816894531,78.32749786376954,78.17416508992513,77.8346415928432,105.1360705991772,0.0,0.0,105.1360705991772,1.3340448401995002,False,False,74.95999908447266,,105.1360705991772,105.1360705991772,105.1360705991772
2020-01-17,79.68250274658203,79.24625015258789,78.77583312988281,78.62437438964844,78.74749908447265,78.55333201090495,78.38964189801898,106.30003164326027,0.0,0.0,106.30003164326027,1.3340448401995002,False,False,74.95999908447266,,106.30003164326027,106.30003164326027,106.30003164326027
2020-01-21,79.14250183105469,79.41250228881836,79.21166737874348,78.86750030517578,78.72799987792969,78.81333287556966,78.6374991280692,105.579646208198,0.0,0.0,105.579646208198,1.3340448401995002,False,False,74.95999908447266,,105.579646208198,105.579646208198,105.579646208198
